id,hugo,info,entrez,created_at,updated_at
3543,XAGE2B,,728242,,
3544,CYP4B1,,1580,,
3545,MAP4K3,,8491,,
3546,QARS,,5859,,
3547,TBC1D30,,23329,,
3548,WNT5A,,7474,,
3549,P2RY4,,5030,,
3550,NPHP1,,4867,,
3551,WASF1,,8936,,
3552,TTI1,,9675,,
3553,ARAF,,369,,
3554,PPOX,,5498,,
3555,GLS,,2744,,
3556,GOLGA8A,,23015,,
3557,ATP8B3,,148229,,
3558,HTR1B,,3351,,
3559,RELN,,5649,,
3560,TRIM9,,114088,,
3561,ATP12A,,479,,
3562,LOC399904,,399904,,
3563,RTP4,,64108,,
3564,GCNT3,,9245,,
3565,LAPTM5,,7805,,
3566,CDX2,,1045,,
3567,SLC6A8,,6535,,
3568,THOP1,,7064,,
3569,SOX18,,54345,,
3570,ZIK1,,284307,,
3571,YTHDF3,,253943,,
3572,SERPINA7,,6906,,
3573,FGD1,,2245,,
3574,FUS,,2521,,
3575,TMEM200A,,114801,,
3576,FADS2,,9415,,
3577,TNIP2,,79155,,
3578,LTV1,,84946,,
3579,ZNF451,,26036,,
3580,SLC12A2,,6558,,
3581,FAM46A,,55603,,
3582,CEBPB,,1051,,
3583,CCDC81,,60494,,
3584,ARHGAP22,,58504,,
3585,MAPKBP1,,23005,,
3586,ACSM3,,6296,,
3587,PGGT1B,,5229,,
3588,ZNF281,,23528,,
3589,CD2BP2,,10421,,
3590,POLR1A,,25885,,
3591,SMAD6,,4091,,
3592,C4orf49,,84709,,
3593,ZNF215,,7762,,
3594,PLK4,,10733,,
3595,FGF23,,8074,,
3596,SNCA,,6622,,
3597,CFP,,5199,,
3598,JARID2,,3720,,
3599,LONP1,,9361,,
3600,IFI35,,3430,,
3601,MICB,,4277,,
3602,GNAI1,,2770,,
3603,SV2A,,9900,,
3604,HOXB1,,3211,,
3605,RGL1,,23179,,
3606,CARD10,,29775,,
3607,PRAMEF12,,390999,,
3608,RBMXL2,,27288,,
3609,PER3,,8863,,
3610,GATA4,,2626,,
3611,H1F0,,3005,,
3612,PYCR1,,5831,,
3613,ZNF574,,64763,,
3614,TMEM127,,55654,,
3615,UPK1A,,11045,,
3616,VAX2,,25806,,
3617,AKR1C2,,1646,,
3618,CLTB,,1212,,
3619,FXYD3,,5349,,
3620,VEGFA,,7422,,
3621,LHFPL2,,10184,,
3622,ADAM19,,8728,,
3623,TLE6,,79816,,
3624,GLT8D2,,83468,,
3625,LMTK2,,22853,,
3626,EPDR1,,54749,,
3627,SLC26A4,,5172,,
3628,PLEKHF2,,79666,,
3629,EPS8L1,,54869,,
3630,HIST1H2BD,,3017,,
3631,UNC119B,,84747,,
3632,TMEM151B,,441151,,
3633,PLA2G3,,50487,,
3634,CPNE5,,57699,,
3635,GJE1,,100126572,,
3636,KCNS1,,3787,,
3637,MPPED1,,758,,
3638,ATXN2,,6311,,
3639,IL7R,,3575,,
3640,GLOD4,,51031,,
3641,WNT8B,,7479,,
3642,ABTB2,,25841,,
3643,LOC284023,,284023,,
3644,CCDC8,,83987,,
3645,EIF5A2,,56648,,
3646,RCBTB2,,1102,,
3647,C1orf115,,79762,,
3648,MTSS1,,9788,,
3649,TLR1,,7096,,
3650,ADAM2,,2515,,
3651,UGT1A10,,54575,,
3652,RASIP1,,54922,,
3653,CYBRD1,,79901,,
3654,TIMM22,,29928,,
3655,HEXB,,3074,,
3656,FLCN,,201163,,
3657,LOC440895,,440895,,
3658,CFHR2,,3080,,
3659,DZANK1,,55184,,
3660,NLRP2,,55655,,
3661,KLF3,,51274,,
3662,ZSWIM7,,125150,,
3663,TTC39A,,22996,,
3664,F2RL1,,2150,,
3665,CCRL2,,9034,,
3666,TTC23,,64927,,
3667,USP39,,10713,,
3668,CASK,,8573,,
3669,HSF4,,3299,,
3670,KIAA0141,,9812,,
3671,CBFB,,865,,
3672,ANGPTL2,,23452,,
3673,POLR3K,,51728,,
3674,LOC646627,,646627,,
3675,SH3BP1,,23616,,
3676,CSE1L,,1434,,
3677,ZNF205,,7755,,
3678,EXOC2,,55770,,
3679,KRT19P2,,160313,,
3680,LBP,,3929,,
3681,MYO1D,,4642,,
3682,BPGM,,669,,
3683,HBD,,3045,,
3684,TUBB1,,81027,,
3685,HIST1H2AE,,3012,,
3686,PUM1,,9698,,
3687,CNOT3,,4849,,
3688,RUSC1-AS1,,284618,,
3689,ABCG2,,9429,,
3690,C12orf66,,144577,,
3691,RPRM,,56475,,
3692,ACYP2,,98,,
3693,ISG15,,9636,,
3694,ITGA6,,3655,,
3695,GUCY1A3,,2982,,
3696,PDGFB,,5155,,
3697,CDCA8,,55143,,
3698,H2BFS,,54145,,
3699,CNIH3,,149111,,
3700,CLEC10A,,10462,,
3701,PTH2R,,5746,,
3702,LEPREL2,,10536,,
3703,CD7,,924,,
3704,CD80,,941,,
3705,GABBR1,,2550,,
3706,PCK1,,5105,,
3707,SYNE2,,23224,,
3708,DLEU1,,10301,,
3709,TEX13B,,56156,,
3710,PRO2964,,55415,,
3711,APP,,351,,
3712,SGTB,,54557,,
3713,PDZD7,,79955,,
3714,ARL17A,,51326,,
3715,EPHA4,,2043,,
3716,C3orf27,,23434,,
3717,STRBP,,55342,,
3718,LRRC4,,64101,,
3719,ACBD6,,84320,,
3720,SPEN,,23013,,
3721,RHOU,,58480,,
3722,PYROXD1,,79912,,
3723,OAF,,220323,,
3724,PANK1,,53354,,
3725,LPIN3,,64900,,
3726,SLC6A7,,6534,,
3727,CNTNAP2,,26047,,
3728,DYRK3,,8444,,
3729,GOLPH3L,,55204,,
3730,RNF139,,11236,,
3731,MTHFR,,4524,,
3732,LOC650610,,650610,,
3733,OSR2,,116039,,
3734,UGT2B4,,7363,,
3735,THADA,,63892,,
3736,FRY,,10129,,
3737,SYNPO2L,,79933,,
3738,CCT8L2,,150160,,
3739,SLC25A13,,10165,,
3740,PROCR,,10544,,
3741,CDC42EP3,,10602,,
3742,IL13RA1,,3597,,
3743,TP53BP1,,7158,,
3744,STATH,,6779,,
3745,HMMR,,3161,,
3746,CD1A,,909,,
3747,ATHL1,,80162,,
3748,SAMD14,,201191,,
3749,LOC653326,,653326,,
3750,SLC18A1,,6570,,
3751,CTSE,,1510,,
3752,STRN,,6801,,
3753,PPTC7,,160760,,
3754,GRWD1,,83743,,
3755,BTG3,,10950,,
3756,SERHL2,,253190,,
3757,LUC7L3,,51747,,
3758,PAK4,,10298,,
3759,RBMS1,,5937,,
3760,MATN1,,4146,,
3761,TNNT3,,7140,,
3762,PPM1F,,9647,,
3763,KIR2DL4,,3805,,
3764,NPHP3,,27031,,
3765,REST,,5978,,
3766,LOC100507632,,100507632,,
3767,ISYNA1,,51477,,
3768,CIR1,,9541,,
3769,PDK3,,5165,,
3770,IRS2,,8660,,
3771,CLPTM1,,1209,,
3772,MMRN1,,22915,,
3773,BASP1,,10409,,
3774,DOCK3,,1795,,
3775,DPP4,,1803,,
3776,CKAP4,,10970,,
3777,GJA10,,84694,,
3778,EMR1,,2015,,
3779,JUNB,,3726,,
3780,ProSAPiP1,,9762,,
3781,IGSF8,,93185,,
3782,FBXO27,,126433,,
3783,PDXP,,57026,,
3784,LOC692247,,692247,,
3785,EXOSC5,,56915,,
3786,NID2,,22795,,
3787,WTIP,,126374,,
3788,SYTL2,,54843,,
3789,NCAN,,1463,,
3790,ATP2B4,,493,,
3791,CHST5,,23563,,
3792,ADD3,,120,,
3793,ABCC3,,8714,,
3794,RGS6,,9628,,
3795,SLC27A3,,11000,,
3796,CASKIN2,,57513,,
3797,SLC12A8,,84561,,
3798,GPM6B,,2824,,
3799,LRRC32,,2615,,
3800,CA5BP1,,340591,,
3801,CTSZ,,1522,,
3802,SLC5A1,,6523,,
3803,FCGR2C,,9103,,
3804,DENND1B,,163486,,
3805,NR1I3,,9970,,
3806,KIAA0484,,57240,,
3807,TBRG4,,9238,,
3808,GFM1,,85476,,
3809,RAB11FIP1,,80223,,
3810,BTN3A1,,11119,,
3811,WSB1,,26118,,
3812,POLH,,5429,,
3813,TDGF1,,6997,,
3814,NENF,,29937,,
3815,CATSPERG,,57828,,
3816,EYA4,,2070,,
3817,PIEZO1,,9780,,
3818,STX1A,,6804,,
3819,FCER1G,,2207,,
3820,C6orf15,,29113,,
3821,SNTG2,,54221,,
3822,ELOVL7,,79993,,
3823,HRASLS,,57110,,
3824,PPARGC1B,,133522,,
3825,SH3BP5L,,80851,,
3826,FAM92A1,,137392,,
3827,COASY,,80347,,
3828,COL6A1,,1291,,
3829,SLC27A1,,376497,,
3830,GLIPR2,,152007,,
3831,FBXO7,,25793,,
3832,SRD5A3,,79644,,
3833,TNFSF11,,8600,,
3834,HIST1H2AK,,8330,,
3835,TRAF5,,7188,,
3836,MAPK3,,5595,,
3837,BET1L,,51272,,
3838,HRH1,,3269,,
3839,FAM122C,,159091,,
3840,MOCS2,,4338,,
3841,UBE2E3,,10477,,
3842,USP44,,84101,,
3843,GPR137B,,7107,,
3844,GABRA6,,2559,,
3845,TMEM168,,64418,,
3846,BIRC2,,329,,
3847,UBE2J1,,51465,,
3848,DRD5,,1816,,
3849,AGFG2,,3268,,
3850,MGC12488,,84786,,
3851,CACNB4,,785,,
3852,SLC6A3,,6531,,
3853,GFI1,,2672,,
3854,ZNF37BP,,100129482,,
3855,APOH,,350,,
3856,DBN1,,1627,,
3857,HSPBP1,,23640,,
3858,NAP1L1,,4673,,
3859,MDFI,,4188,,
3860,MOG,,4340,,
3861,CDK10,,8558,,
3862,RASSF7,,8045,,
3863,WTAP,,9589,,
3864,QPRT,,23475,,
3865,CHAD,,1101,,
3866,NGFR,,4804,,
3867,C9,,735,,
3868,RECQL,,5965,,
3869,UBE2N,,7334,,
3870,ITGA8,,8516,,
3871,MAG,,4099,,
3872,TRIM31,,11074,,
3873,GLS2,,27165,,
3874,SLC24A5,,283652,,
3875,PLCE1,,51196,,
3876,SHC1,,6464,,
3877,DACH1,,1602,,
3878,FLJ10661,,286042,,
3879,LOC254896,,254896,,
3880,GEM,,2669,,
3881,CD74,,972,,
3882,SP100,,6672,,
3883,SEPT10,,151011,,
3884,C6orf97,,80129,,
3885,LEPREL1,,55214,,
3886,AZU1,,566,,
3887,FPR3,,2359,,
3888,C7orf43,,55262,,
3889,PCBP3,,54039,,
3890,AP1M2,,10053,,
3891,CAPN11,,11131,,
3892,OLFML2B,,25903,,
3893,TRPA1,,8989,,
3894,TMIGD1,,388364,,
3895,RTBDN,,83546,,
3896,ELAC1,,55520,,
3897,KIAA0020,,9933,,
3898,ZNF549,,256051,,
3899,GMPR,,2766,,
3900,NSUN4,,387338,,
3901,PCMTD2,,55251,,
3902,WDR83,,84292,,
3903,PLA2G1B,,5319,,
3904,HBG2,,3048,,
3905,VAV3,,10451,,
3906,COL16A1,,1307,,
3907,PLN,,5350,,
3908,SHC2,,25759,,
3909,TFDP3,,51270,,
3910,TP53BP2,,7159,,
3911,ISOC2,,79763,,
3912,RTKN2,,219790,,
3913,TMEM54,,113452,,
3914,NAA40,,79829,,
3915,DYNC1I2,,1781,,
3916,RSPO1,,284654,,
3917,PADI2,,11240,,
3918,IL25,,64806,,
3919,CAPN10,,11132,,
3920,PLCB4,,5332,,
3921,CETN2,,1069,,
3922,ZNF460,,10794,,
3923,VSNL1,,7447,,
3924,CDIPT,,10423,,
3925,VPS54,,51542,,
3926,BEND6,,221336,,
3927,C6orf192,,116843,,
3928,CACNG1,,786,,
3929,TNNT2,,7139,,
3930,MMP25,,64386,,
3931,UBL4A,,8266,,
3932,ITPK1,,3705,,
3933,MTFR1,,9650,,
3934,PFN2,,5217,,
3935,REPS1,,85021,,
3936,TYMP,,1890,,
3937,TERT,,7015,,
3938,CLPS,,1208,,
3939,GRM4,,2914,,
3940,SPARCL1,,8404,,
3941,MYRIP,,25924,,
3942,ALAS2,,212,,
3943,NAB1,,4664,,
3944,MPZL2,,10205,,
3945,LTBP3,,4054,,
3946,RBM39,,9584,,
3947,CNN2,,1265,,
3948,KDM5C,,8242,,
3949,ERCC4,,2072,,
3950,ANPEP,,290,,
3951,SLC9A7,,84679,,
3952,TM7SF2,,7108,,
3953,S1PR3,,1903,,
3954,PREP,,5550,,
3955,MYOG,,4656,,
3956,IRAK1BP1,,134728,,
3957,RFPL1,,5988,,
3958,CHMP4A,,29082,,
3959,PIP,,5304,,
3960,IHH,,3549,,
3961,TNFSF18,,8995,,
3962,KCNA2,,3737,,
3963,DNAH9,,1770,,
3964,TP53TG1,,11257,,
3965,NFIX,,4784,,
3966,DNMT3A,,1788,,
3967,ADAMTS13,,11093,,
3968,SOX9,,6662,,
3969,TUG1,,55000,,
3970,BAI2,,576,,
3971,SERPINB1,,1992,,
3972,RPP40,,10799,,
3973,C17orf64,,124773,,
3974,LOC100506127,,100506127,,
3975,PDLIM5,,10611,,
3976,THSD7A,,221981,,
3977,CA12,,771,,
3978,STS,,412,,
3979,NR0B2,,8431,,
3980,C16orf3,,750,,
3981,PLAG1,,5324,,
3982,MED20,,9477,,
3983,TNIK,,23043,,
3984,PCDHGB6,,56100,,
3985,GPR6,,2830,,
3986,CTNNBIP1,,56998,,
3987,PSMC3IP,,29893,,
3988,GIMAP6,,474344,,
3989,APBB1IP,,54518,,
3990,LOC643328,,643328,,
3991,NTN3,,4917,,
3992,METTL20,,254013,,
3993,PCOLCE2,,26577,,
3994,CCDC80,,151887,,
3995,SLC28A2,,9153,,
3996,LY6E,,4061,,
3997,SOX2,,6657,,
3998,CD3D,,915,,
3999,SUSD4,,55061,,
4000,CASP10,,843,,
4001,PFKFB2,,5208,,
4002,GTF2I,,2969,,
4003,EBPL,,84650,,
4004,BNC1,,646,,
4005,PCBP2,,5094,,
4006,ACTG2,,72,,
4007,ATAD1,,84896,,
4008,CUEDC2,,79004,,
4009,PLD2,,5338,,
4010,PSTPIP2,,9050,,
4011,LST1,,7940,,
4012,INHA,,3623,,
4013,ZNF343,,79175,,
4014,PPP6R1,,22870,,
4015,SPAG5,,10615,,
4016,DBP,,1628,,
4017,RAB35,,11021,,
4018,CDK17,,5128,,
4019,FICD,,11153,,
4020,CDK14,,5218,,
4021,IMPA1,,3612,,
4022,KIAA1598,,57698,,
4023,TEX15,,56154,,
4024,SLC43A1,,8501,,
4025,FAM70A,,55026,,
4026,RBFOX1,,54715,,
4027,RAB30,,27314,,
4028,MBP,,4155,,
4029,FAM57A,,79850,,
4030,UBQLN2,,29978,,
4031,VSIG1,,340547,,
4032,ITGB5,,3693,,
4033,KIAA1731,,85459,,
4034,RAB17,,64284,,
4035,LILRA6,,79168,,
4036,ART1,,417,,
4037,NPAS1,,4861,,
4038,PI3,,5266,,
4039,AHSG,,197,,
4040,EEPD1,,80820,,
4041,E2F3,,1871,,
4042,ZKSCAN1,,7586,,
4043,HERC3,,8916,,
4044,RLBP1,,6017,,
4045,SPG11,,80208,,
4046,ALPI,,248,,
4047,FLT1,,2321,,
4048,MYO7B,,4648,,
4049,ABCA8,,10351,,
4050,SCIN,,85477,,
4051,ZNF639,,51193,,
4052,POMC,,5443,,
4053,NPL,,80896,,
4054,RND2,,8153,,
4055,MMP16,,4325,,
4056,DCT,,1638,,
4057,EXPH5,,23086,,
4058,HSD17B3,,3293,,
4059,MGC20647,,91370,,
4060,GPD1L,,23171,,
4061,PRR19,,284338,,
4062,SLC26A1,,10861,,
4063,C5orf28,,64417,,
4064,TTYH3,,80727,,
4065,ARF1,,375,,
4066,TRIM14,,9830,,
4067,PPAP2A,,8611,,
4068,LUZP4,,51213,,
4069,USP20,,10868,,
4070,ZBTB20,,26137,,
4071,VWA5A,,4013,,
4072,SLC13A3,,64849,,
4073,FRMD8,,83786,,
4074,ABCA4,,24,,
4075,NPFFR1,,64106,,
4076,PTK6,,5753,,
4077,TMEM80,,283232,,
4078,PIR,,8544,,
4079,HOXB13,,10481,,
4080,MTRF1,,9617,,
4081,FOXD3,,27022,,
4082,DPP7,,29952,,
4083,DPYS,,1807,,
4084,TMEM121,,80757,,
4085,ZFP42,,132625,,
4086,GPRC5C,,55890,,
4087,C1QTNF1,,114897,,
4088,TMEM132A,,54972,,
4089,SLC5A4,,6527,,
4090,KIAA0196,,9897,,
4091,NUDCD2,,134492,,
4092,OSMR,,9180,,
4093,ARHGAP10,,79658,,
4094,EXT1,,2131,,
4095,TMCC3,,57458,,
4096,IFT27,,11020,,
4097,CTSL1,,1514,,
4098,CENPK,,64105,,
4099,KRT1,,3848,,
4100,PPP1R3D,,5509,,
4101,CASP1,,834,,
4102,SEMA3D,,223117,,
4103,LRRC20,,55222,,
4104,PAK3,,5063,,
4105,SLC22A7,,10864,,
4106,ANGEL1,,23357,,
4107,FTSJD2,,23070,,
4108,ZBTB24,,9841,,
4109,DOCK11,,139818,,
4110,FAM45A,,404636,,
4111,EID1,,23741,,
4112,SMAGP,,57228,,
4113,MS4A3,,932,,
4114,ARL5B,,221079,,
4115,ICAM2,,3384,,
4116,ALG13,,79868,,
4117,AKAP8,,10270,,
4118,ALB,,213,,
4119,VEZT,,55591,,
4120,MATN4,,8785,,
4121,MXRA8,,54587,,
4122,PRRX1,,5396,,
4123,HHIPL2,,79802,,
4124,XK,,7504,,
4125,CCR10,,2826,,
4126,CATR1,,856,,
4127,MANSC1,,54682,,
4128,PAX6,,5080,,
4129,SIM1,,6492,,
4130,JMJD8,,339123,,
4131,ZNHIT2,,741,,
4132,SIX4,,51804,,
4133,MGST2,,4258,,
4134,ATF6,,22926,,
4135,PSG3,,5671,,
4136,PTS,,5805,,
4137,ING4,,51147,,
4138,FAM107B,,83641,,
4139,FARSB,,10056,,
4140,MMAA,,166785,,
4141,CEACAM3,,1084,,
4142,RFK,,55312,,
4143,CELSR1,,9620,,
4144,HOXD10,,3236,,
4145,VCAM1,,7412,,
4146,MLF1IP,,79682,,
4147,MAPK7,,5598,,
4148,BTG4,,54766,,
4149,HAAO,,23498,,
4150,TEKT2,,27285,,
4151,DUOX2,,50506,,
4152,ASH1L,,55870,,
4153,SIRPA,,140885,,
4154,CSPG5,,10675,,
4155,SPOCD1,,90853,,
4156,PIM2,,11040,,
4157,CERKL,,375298,,
4158,C1orf148,,574432,,
4159,PITPNB,,23760,,
4160,KLHDC4,,54758,,
4161,PRMT1,,3276,,
4162,GAD2,,2572,,
4163,SLC25A23,,79085,,
4164,ERCC2,,2068,,
4165,OTUB2,,78990,,
4166,TBC1D2,,55357,,
4167,HOXD11,,3237,,
4168,SPG21,,51324,,
4169,CRYGD,,1421,,
4170,IGSF9B,,22997,,
4171,FAM198B,,51313,,
4172,RBPJL,,11317,,
4173,CD1E,,913,,
4174,TUBBP5,,643224,,
4175,MLL2,,8085,,
4176,ATP1B2,,482,,
4177,MTTP,,4547,,
4178,C10orf58,,84293,,
4179,THSD4,,79875,,
4180,CH25H,,9023,,
4181,C8orf17,,100507249,,
4182,CD27,,939,,
4183,CLINT1,,9685,,
4184,SRXN1,,140809,,
4185,STEAP4,,79689,,
4186,WDR31,,114987,,
4187,PSME1,,5720,,
4188,ANAPC11,,51529,,
4189,IFITM10,,402778,,
4190,ATP2A3,,489,,
4191,TTPA,,7274,,
4192,LOX,,4015,,
4193,HPCA,,3208,,
4194,MIPEP,,4285,,
4195,LINC00461,,645323,,
4196,ZBTB32,,27033,,
4197,TLR5,,7100,,
4198,LOC157627,,157627,,
4199,ZNF238,,10472,,
4200,TAS2R7,,50837,,
4201,SLC17A7,,57030,,
4202,PERP,,64065,,
4203,CDC6,,990,,
4204,GPRIN3,,285513,,
4205,TBXAS1,,6916,,
4206,FAM30A,,29064,,
4207,KIF3A,,11127,,
4208,BPTF,,2186,,
4209,FAM69A,,388650,,
4210,ST3GAL5,,8869,,
4211,CALM3,,808,,
4212,ARHGAP28,,79822,,
4213,SERPINB4,,6318,,
4214,C3orf51,,711,,
4215,PHLDA3,,23612,,
4216,ABLIM1,,3983,,
4217,FNBP1,,23048,,
4218,MS4A4B,,83665,,
4219,EIF6,,3692,,
4220,GAS8,,2622,,
4221,ADRA2B,,151,,
4222,PCSK7,,9159,,
4223,PTPN12,,5782,,
4224,SHCBP1,,79801,,
4225,ESR2,,2100,,
4226,PPIG,,9360,,
4227,ZBED5,,58486,,
4228,VPREB3,,29802,,
4229,ACACA,,31,,
4230,SLC22A18,,5002,,
4231,FKBP5,,2289,,
4232,COL17A1,,1308,,
4233,PLAGL1,,5325,,
4234,C4orf36,,132989,,
4235,CHST7,,56548,,
4236,OR2A7,,401427,,
4237,N6AMT2,,221143,,
4238,LIG1,,3978,,
4239,VPS37D,,155382,,
4240,C21orf33,,8209,,
4241,ASCL1,,429,,
4242,RAB40B,,10966,,
4243,KIAA1324,,57535,,
4244,TBC1D8,,11138,,
4245,NMU,,10874,,
4246,AOC4,,90586,,
4247,RNF2,,6045,,
4248,ODF2,,4957,,
4249,APCS,,325,,
4250,KCND3,,3752,,
4251,ZBTB22,,9278,,
4252,MAP3K6,,9064,,
4253,UPB1,,51733,,
4254,MAP1A,,4130,,
4255,PRKY,,5616,,
4256,CLIC5,,53405,,
4257,USP29,,57663,,
4258,RNASEL,,6041,,
4259,TMEM38A,,79041,,
4260,CGNL1,,84952,,
4261,SCN9A,,6335,,
4262,CREM,,1390,,
4263,SETD1A,,9739,,
4264,KCNQ4,,9132,,
4265,SPANXC,,64663,,
4266,PGP,,283871,,
4267,VPS72,,6944,,
4268,ADAT2,,134637,,
4269,BIN3,,55909,,
4270,RRM1,,6240,,
4271,HK2,,3099,,
4272,RASGRF1,,5923,,
4273,MORC4,,79710,,
4274,SYT13,,57586,,
4275,TUBG1,,7283,,
4276,ATP8B4,,79895,,
4277,TNFRSF11A,,8792,,
4278,RASGRP3,,25780,,
4279,F11,,2160,,
4280,C2,,717,,
4281,GPR50,,9248,,
4282,GTPBP3,,84705,,
4283,MAGEC2,,51438,,
4284,HSPD1,,3329,,
4285,METTL21B,,25895,,
4286,SESN1,,27244,,
4287,OBSL1,,23363,,
4288,ASB2,,51676,,
4289,HCN4,,10021,,
4290,DSN1,,79980,,
4291,CNDP2,,55748,,
4292,MTBP,,27085,,
4293,MDFIC,,29969,,
4294,FLJ10246,,55104,,
4295,PCDHB1,,29930,,
4296,MMP9,,4318,,
4297,AGRP,,181,,
4298,ZNF750,,79755,,
4299,GRK5,,2869,,
4300,PDGFRL,,5157,,
4301,DKK4,,27121,,
4302,CCL9,,337988,,
4303,SYCP2,,10388,,
4304,ZNF107,,51427,,
4305,PAM16,,51025,,
4306,TMEM214,,54867,,
4307,YWHAE,,7531,,
4308,ISG20L2,,81875,,
4309,DPF1,,8193,,
4310,REN,,5972,,
4311,HLA-DRA,,3122,,
4312,LOC100527964,,100527964,,
4313,MAPRE1,,22919,,
4314,GSN,,2934,,
4315,TYW1,,55253,,
4316,TACSTD2,,4070,,
4317,GPD2,,2820,,
4318,XDH,,7498,,
4319,CYP2A13,,1553,,
4320,IPO5,,3843,,
4321,GUCY2D,,3000,,
4322,SNCAIP,,9627,,
4323,BAIAP3,,8938,,
4324,GPATCH2,,55105,,
4325,CD69,,969,,
4326,PHKG1,,5260,,
4327,KDM5D,,8284,,
4328,FRMD4B,,23150,,
4329,LNPEP,,4012,,
4330,SLC35C2,,51006,,
4331,SHANK3,,85358,,
4332,CD48,,962,,
4333,BACE1,,23621,,
4334,ATXN7L3B,,552889,,
4335,NPC2,,10577,,
4336,COL10A1,,1300,,
4337,CTAG2,,30848,,
4338,ITPKB,,3707,,
4339,NRGN,,4900,,
4340,ARF1P1,,442334,,
4341,ADCK4,,79934,,
4342,PPEF1,,5475,,
4343,KCNIP2,,30819,,
4344,SUV420H1,,51111,,
4345,SLC6A9,,6536,,
4346,TRAF2,,7186,,
4347,NACC1,,112939,,
4348,C5orf25,,375484,,
4349,OLIG2,,10215,,
4350,RIBC2,,26150,,
4351,TGFB2,,7042,,
4352,RBP3,,5949,,
4353,SLC45A2,,51151,,
4354,LOC652147,,652147,,
4355,PLAU,,5328,,
4356,DPY30,,84661,,
4357,ANXA2,,302,,
4358,DPF3,,8110,,
4359,METRN,,79006,,
4360,MCMBP,,79892,,
4361,SIGMAR1,,10280,,
4362,DDX1,,1653,,
4363,NTSR2,,23620,,
4364,CDCA3,,83461,,
4365,SERPINA5,,5104,,
4366,LUZP2,,338645,,
4367,CYP26B1,,56603,,
4368,DRAM2,,128338,,
4369,NPTX2,,4885,,
4370,BTN3A3,,10384,,
4371,KITLG,,4254,,
4372,GBP3,,2635,,
4373,WDR33,,55339,,
4374,THNSL2,,55258,,
4375,ERAP1,,51752,,
4376,TERF2IP,,54386,,
4377,TMCO1,,54499,,
4378,MEOX1,,4222,,
4379,PLBD1,,79887,,
4380,SIGLEC15,,284266,,
4381,UGT2A3,,79799,,
4382,GABRA1,,2554,,
4383,CX3CL1,,6376,,
4384,ZAP70,,7535,,
4385,PTPRU,,10076,,
4386,EGFR,,1956,,
4387,CRABP2,,1382,,
4388,NOP56,,10528,,
4389,FAM168A,,23201,,
4390,B3GNT6,,192134,,
4391,AP3B1,,8546,,
4392,GNL2,,29889,,
4393,EXOSC9,,5393,,
4394,MSRB2,,22921,,
4395,ABCA2,,20,,
4396,ACAT2,,39,,
4397,NFKB2,,4791,,
4398,WISP3,,8838,,
4399,SORBS2,,8470,,
4400,GPR63,,81491,,
4401,MET,,4233,,
4402,FNTB,,2342,,
4403,TEX14,,56155,,
4404,ITIH3,,3699,,
4405,GZMM,,3004,,
4406,CYP2D6,,1565,,
4407,HIST1H4B,,8366,,
4408,SIRT4,,23409,,
4409,ISCU,,23479,,
4410,DKFZp434J0226,,93429,,
4411,LOC148189,,148189,,
4412,C12orf34,,84915,,
4413,PBX4,,80714,,
4414,C19orf48,,84798,,
4415,LGI4,,163175,,
4416,VNN1,,8876,,
4417,CKAP2,,26586,,
4418,SIL1,,64374,,
4419,C4orf19,,55286,,
4420,HIST1H2BI,,8346,,
4421,SLC35D2,,11046,,
4422,OPA3,,80207,,
4423,GHRH,,2691,,
4424,FAM75A1,,647060,,
4425,TTLL7,,79739,,
4426,FOXRED2,,80020,,
4427,CPT1B,,1375,,
4428,CRYGB,,1419,,
4429,IZUMO4,,113177,,
4430,VPS52,,6293,,
4431,ZSCAN12,,9753,,
4432,C16orf74,,404550,,
4433,SUV39H2,,79723,,
4434,GTPBP5,,26164,,
4435,PYY2,,23615,,
4436,C6orf64,,55776,,
4437,CHRNA4,,1137,,
4438,NKAPL,,222698,,
4439,FOXD2,,2306,,
4440,RNF149,,284996,,
4441,ANKRD33B,,651746,,
4442,PIK3AP1,,118788,,
4443,GALNT10,,55568,,
4444,FEZ2,,9637,,
4445,GUCA2A,,2980,,
4446,PRDX4,,10549,,
4447,GC,,2638,,
4448,ATP1A1,,476,,
4449,TRHDE,,29953,,
4450,BFSP2,,8419,,
4451,OR2F2,,135948,,
4452,ABCC8,,6833,,
4453,FSTL4,,23105,,
4454,TRY6,,154754,,
4455,BAG4,,9530,,
4456,CASP5,,838,,
4457,CHCHD3,,54927,,
4458,MRPL9,,65005,,
4459,TCTN1,,79600,,
4460,ABHD14B,,84836,,
4461,CDC37L1,,55664,,
4462,SERPINB8,,5271,,
4463,ST20,,400410,,
4464,CPEB4,,80315,,
4465,HIST1H2BN,,8341,,
4466,OMG,,4974,,
4467,ANKRD11,,29123,,
4468,CLCA2,,9635,,
4469,PDLIM2,,64236,,
4470,PHC3,,80012,,
4471,PSG2,,5670,,
4472,EPHB6,,2051,,
4473,GLDC,,2731,,
4474,LATS1,,9113,,
4475,KRT33B,,3884,,
4476,PDCD1,,5133,,
4477,ADCY1,,107,,
4478,TG,,7038,,
4479,RCAN1,,1827,,
4480,SSFA2,,6744,,
4481,PPFIBP2,,8495,,
4482,VPRBP,,9730,,
4483,NUMA1,,4926,,
4484,SUPT5H,,6829,,
4485,RCVRN,,5957,,
