id,hugo,info,entrez,created_at,updated_at
8843,SNRPB2,,6629,,
8844,TPM3,,7170,,
8845,EPB41L4A-AS1,,114915,,
8846,POLE3,,54107,,
8847,AGPAT5,,55326,,
8848,LARP4,,113251,,
8849,GHRHR,,2692,,
8850,CHIT1,,1118,,
8851,DISP2,,85455,,
8852,TMUB1,,83590,,
8853,TAP2,,6891,,
8854,NDEL1,,81565,,
8855,EHD3,,30845,,
8856,PTPLA,,9200,,
8857,KCNV2,,169522,,
8858,GPR172B,,55065,,
8859,POU3F4,,5456,,
8860,SCOC,,60592,,
8861,IRAK4,,51135,,
8862,PTPN23,,25930,,
8863,ITPR3,,3710,,
8864,ZNF74,,7625,,
8865,TNFRSF13B,,23495,,
8866,CCDC107,,203260,,
8867,CDC42SE2,,56990,,
8868,COQ9,,57017,,
8869,RFC5,,5985,,
8870,EIF3J,,8669,,
8871,KIF2C,,11004,,
8872,PTGER3,,5733,,
8873,HDAC5,,10014,,
8874,CCL24,,6369,,
8875,UNC50,,25972,,
8876,PAPPA2,,60676,,
8877,YTHDF2,,51441,,
8878,C14orf177,,283598,,
8879,LOC390998,,390998,,
8880,TEX12,,56158,,
8881,PIGA,,5277,,
8882,RBBP8,,5932,,
8883,CD38,,952,,
8884,DSCR8,,84677,,
8885,C2orf72,,257407,,
8886,NKG7,,4818,,
8887,ILF2,,3608,,
8888,SFTPB,,6439,,
8889,SLC16A5,,9121,,
8890,FAM115C,,285966,,
8891,TRMT5,,57570,,
8892,ENTPD2,,954,,
8893,AHCYL2,,23382,,
8894,SH3BP2,,6452,,
8895,GRHL2,,79977,,
8896,MELK,,9833,,
8897,NOP14,,8602,,
8898,GFRA3,,2676,,
8899,RCC1,,1104,,
8900,C1orf123,,54987,,
8901,MTIF2,,4528,,
8902,ARHGEF17,,9828,,
8903,SRD5A1,,6715,,
8904,WDR76,,79968,,
8905,IFNA2,,3440,,
8906,CHRNA6,,8973,,
8907,SEMA6C,,10500,,
8908,VEZF1,,7716,,
8909,ARL3,,403,,
8910,NOTCH2NL,,388677,,
8911,C9orf82,,79886,,
8912,ARFGAP3,,26286,,
8913,OR1A2,,26189,,
8914,MAP6,,4135,,
8915,PLAGL2,,5326,,
8916,RBM8A,,9939,,
8917,SEMA6B,,10501,,
8918,HEATR5A,,25938,,
8919,BBS12,,166379,,
8920,FCHO2,,115548,,
8921,ZNF764,,92595,,
8922,CHRNA5,,1138,,
8923,MPHOSPH9,,10198,,
8924,EIF2C3,,192669,,
8925,FECH,,2235,,
8926,MYO15B,,80022,,
8927,KRTAP5-9,,3846,,
8928,SV2C,,22987,,
8929,PTPRN2,,5799,,
8930,BUB1,,699,,
8931,SNAPC2,,6618,,
8932,S100A13,,6284,,
8933,GPR31,,2853,,
8934,BRAF,,673,,
8935,YEATS2,,55689,,
8936,GAK,,2580,,
8937,THBS3,,7059,,
8938,CDC27,,996,,
8939,MGC4859,,79150,,
8940,SCUBE3,,222663,,
8941,FOXB1,,27023,,
8942,SULT1C2,,6819,,
8943,SIGLEC5,,8778,,
8944,MEG3,,55384,,
8945,PCDHB18,,54660,,
8946,FLYWCH2,,114984,,
8947,SPI1,,6688,,
8948,DGCR5,,26220,,
8949,ANKHD1-EIF4EBP3,,404734,,
8950,INSIG2,,51141,,
8951,SNTG1,,54212,,
8952,SRSF11,,9295,,
8953,MS4A5,,64232,,
8954,ZNF673,,55634,,
8955,CDK16,,5127,,
8956,KRT24,,192666,,
8957,KIF17,,57576,,
8958,USP38,,84640,,
8959,C1QTNF6,,114904,,
8960,PLXNB2,,23654,,
8961,CBR4,,84869,,
8962,BCL7B,,9275,,
8963,PLA2G12A,,81579,,
8964,PSIP1,,11168,,
8965,ZNF271,,10778,,
8966,PDCD2L,,84306,,
8967,GPR34,,2857,,
8968,CACNA1F,,778,,
8969,G6PD,,2539,,
8970,IQGAP2,,10788,,
8971,RBMY2FP,,159162,,
8972,TAF9,,6880,,
8973,HSPA13,,6782,,
8974,MIPOL1,,145282,,
8975,HLCS,,3141,,
8976,AMMECR1L,,83607,,
8977,SNX18,,112574,,
8978,ZFHX2,,85446,,
8979,MAST2,,23139,,
8980,ADAM22,,53616,,
8981,F9,,2158,,
8982,CASC5,,57082,,
8983,LOC642645,,642645,,
8984,C9orf41,,138199,,
8985,IL3RA,,3563,,
8986,MLF2,,8079,,
8987,RGS18,,64407,,
8988,NCBP1,,4686,,
8989,ROCK1,,6093,,
8990,RGS14,,10636,,
8991,SPHK2,,56848,,
8992,SALL2,,6297,,
8993,WNT10A,,80326,,
8994,BARD1,,580,,
8995,C10orf35,,219738,,
8996,UXT,,8409,,
8997,CLEC11A,,6320,,
8998,RAB9BP1,,9366,,
8999,CDKL2,,8999,,
9000,HCRT,,3060,,
9001,DCLRE1A,,9937,,
9002,TMEM218,,219854,,
9003,SCN2A,,6326,,
9004,PLA2G6,,8398,,
9005,SMEK2,,57223,,
9006,B4GALT4,,8702,,
9007,NAT8B,,51471,,
9008,TMCC2,,9911,,
9009,SLC7A6,,9057,,
9010,ZNF280C,,55609,,
9011,CRIP3,,401262,,
9012,C2orf54,,79919,,
9013,TRAPPC10,,7109,,
9014,HRSP12,,10247,,
9015,LOC340888,,340888,,
9016,PRB4,,5545,,
9017,WNT7A,,7476,,
9018,JMJD5,,79831,,
9019,ANP32C,,23520,,
9020,TMEM144,,55314,,
9021,NLRX1,,79671,,
9022,ZDHHC5,,25921,,
9023,FANCC,,2176,,
9024,UFSP2,,55325,,
9025,TCEAL7,,56849,,
9026,MGAT4B,,11282,,
9027,ZNF385A,,25946,,
9028,OBFC2A,,64859,,
9029,EPX,,8288,,
9030,HRC,,3270,,
9031,HSD17B7P2,,158160,,
9032,SAMD1,,90378,,
9033,RHBDL2,,54933,,
9034,SCFD2,,152579,,
9035,CA7,,766,,
9036,SOCS1,,8651,,
9037,SMAD2,,4087,,
9038,PRPS1,,5631,,
9039,ADCY8,,114,,
9040,CCR3,,1232,,
9041,RFC4,,5984,,
9042,FKSG2,,59347,,
9043,APOA4,,337,,
9044,CYP2U1,,113612,,
9045,ASCC1,,51008,,
9046,ALDH1A2,,8854,,
9047,RBM14,,10432,,
9048,PIGV,,55650,,
9049,LAMB1,,3912,,
9050,FBXW4P1,,26226,,
9051,MYO15A,,51168,,
9052,PTPN21,,11099,,
9053,IRX4,,50805,,
9054,DNAJC7,,7266,,
9055,MRPL12,,6182,,
9056,TBC1D9,,23158,,
9057,NDST1,,3340,,
9058,ARRB1,,408,,
9059,UNK,,85451,,
9060,DCAF10,,79269,,
9061,SCGB1D1,,10648,,
9062,CACNA1S,,779,,
9063,APBA3,,9546,,
9064,MYO1C,,4641,,
9065,FAM63A,,55793,,
9066,SRP72,,6731,,
9067,C11orf10,,746,,
9068,UBE2H,,7328,,
9069,LOC650845,,650845,,
9070,LOC399491,,399491,,
9071,OR10C1,,442194,,
9072,CHRNA10,,57053,,
9073,LOC100289019,,100289019,,
9074,RNF220,,55182,,
9075,GSTZ1,,2954,,
9076,SIX2,,10736,,
9077,ELF1,,1997,,
9078,MAP2K4,,6416,,
9079,RAD17,,5884,,
9080,C11orf95,,65998,,
9081,KRTAP13-1,,140258,,
9082,ATXN3,,4287,,
9083,UBTD1,,80019,,
9084,CTIF,,9811,,
9085,RAB8A,,4218,,
9086,PHF8,,23133,,
9087,BEX2,,84707,,
9088,VARS,,7407,,
9089,THEG,,51298,,
9090,ARHGEF15,,22899,,
9091,FAM203A,,51236,,
9092,LY6K,,54742,,
9093,FBXO22,,26263,,
9094,EDDM3A,,10876,,
9095,DPEP2,,64174,,
9096,LOC646649,,646649,,
9097,ABCA3,,21,,
9098,OCLM,,10896,,
9099,ZNF436,,80818,,
9100,EIF2A,,83939,,
9101,DCAF7,,10238,,
9102,PRMT5,,10419,,
9103,COQ4,,51117,,
9104,DMTF1,,9988,,
9105,DSG2,,1829,,
9106,CMBL,,134147,,
9107,TEF,,7008,,
9108,FUBP3,,8939,,
9109,PRPS1L1,,221823,,
9110,TJP1,,7082,,
9111,SECISBP2L,,9728,,
9112,HIST1H3I,,8354,,
9113,C19orf50,,79036,,
9114,SCNN1D,,6339,,
9115,NRIP2,,83714,,
9116,TIFA,,92610,,
9117,RPAP1,,26015,,
9118,C15orf31,,9593,,
9119,CPEB3,,22849,,
9120,KRT79,,338785,,
9121,ETHE1,,23474,,
9122,B2M,,567,,
9123,EFTUD2,,9343,,
9124,LPA,,4018,,
9125,PAQR5,,54852,,
9126,OR56B1,,387748,,
9127,SLC4A5,,57835,,
9128,ADAMTSL2,,9719,,
9129,MMP20,,9313,,
9130,TPM1,,7168,,
9131,HMGB3,,3149,,
9132,NOC3L,,64318,,
9133,TIRAP,,114609,,
9134,GLA,,2717,,
9135,HLA-DRB6,,3128,,
9136,HGFAC,,3083,,
9137,DCP1B,,196513,,
9138,HPCAL1,,3241,,
9139,RRP7A,,27341,,
9140,BCLAF1,,9774,,
9141,HDHD3,,81932,,
9142,CRHR1,,1394,,
9143,GRK4,,2868,,
9144,LOC401588,,401588,,
9145,DCLRE1B,,64858,,
9146,VWA3B,,200403,,
9147,CTSJ,,337936,,
9148,ACSL1,,2180,,
9149,NLGN1,,22871,,
9150,MAGEL2,,54551,,
9151,TSC22D3,,1831,,
9152,IL11RA,,3590,,
9153,SEMA4G,,57715,,
9154,STIM1,,6786,,
9155,PRPF6,,24148,,
9156,SLC16A7,,9194,,
9157,DUSP16,,80824,,
9158,DPP8,,54878,,
9159,COA5,,493753,,
9160,PATE4,,399968,,
9161,C17orf62,,79415,,
9162,AOC2,,314,,
9163,RHBDF2,,79651,,
9164,MFAP3L,,9848,,
9165,NUP153,,9972,,
9166,NETO2,,81831,,
9167,PVT1,,5820,,
9168,SHH,,6469,,
9169,ANKRD36BP2,,645784,,
9170,FMNL3,,91010,,
9171,CFB,,629,,
9172,KRTAP6-3,,337968,,
9173,COX6A2,,1339,,
9174,HIST2H4A,,8370,,
9175,CBLN1,,869,,
9176,PLEKHG4,,25894,,
9177,C13orf27,,93081,,
9178,ROPN1L,,83853,,
9179,MESP2,,145873,,
9180,NCOA3,,8202,,
9181,WDR4,,10785,,
9182,C17orf49,,124944,,
9183,GBAS,,2631,,
9184,LRRC8B,,23507,,
9185,RAPGEF5,,9771,,
9186,HAND1,,9421,,
9187,ZNF20,,7568,,
9188,IFT140,,9742,,
9189,EIF2B3,,8891,,
9190,LRFN3,,79414,,
9191,BAG5,,9529,,
9192,LOC440792,,440792,,
9193,LEPR,,3953,,
9194,DDX11,,1663,,
9195,CLIC2,,1193,,
9196,CTBS,,1486,,
9197,MSH2,,4436,,
9198,MYH4,,4622,,
9199,TGIF1,,7050,,
9200,RPS6KC1,,26750,,
9201,SPRED1,,161742,,
9202,HSPB6,,126393,,
9203,FRMPD1,,22844,,
9204,C1orf114,,57821,,
9205,LOC440925,,440925,,
9206,TACR2,,6865,,
9207,SLC12A3,,6559,,
9208,TMEM47,,83604,,
9209,NOTCH2,,4853,,
9210,KIAA0528,,9847,,
9211,C1orf52,,148423,,
9212,FKBP8,,23770,,
9213,KHDRBS2,,202559,,
9214,TDRD3,,81550,,
9215,COL15A1,,1306,,
9216,C8orf51,,78998,,
9217,HMG20A,,10363,,
9218,HMX1,,3166,,
9219,CLEC16A,,23274,,
9220,OLFM1,,10439,,
9221,TREML1,,340205,,
9222,TRIM15,,89870,,
9223,PDLIM7,,9260,,
9224,GPR116,,221395,,
9225,TMC7,,79905,,
9226,TRIM58,,25893,,
9227,SMAP1,,60682,,
9228,UGT2B15,,7366,,
9229,NFKBIZ,,64332,,
9230,TREH,,11181,,
9231,ZNF443,,10224,,
9232,TSKS,,60385,,
9233,WDR75,,84128,,
9234,UNC5B,,219699,,
9235,EPHA3,,2042,,
9236,FLJ43663,,378805,,
9237,KLRD1,,3824,,
9238,IRF6,,3664,,
9239,C3orf37,,56941,,
9240,RAP2C,,57826,,
9241,SRR,,63826,,
9242,ARHGAP25,,9938,,
9243,DIRAS2,,54769,,
9244,MS4A4A,,51338,,
9245,GNPDA2,,132789,,
9246,WDR19,,57728,,
9247,GTF2E1,,2960,,
9248,LOC728485,,728485,,
9249,MYH7,,4625,,
9250,CRYAA,,1409,,
9251,GHR,,2690,,
9252,USF2,,7392,,
9253,ANKRD12,,23253,,
9254,NUB1,,51667,,
9255,NUSAP1,,51203,,
9256,GRIN2B,,2904,,
9257,ZWINT,,11130,,
9258,BSND,,7809,,
9259,KIF9,,64147,,
9260,PKP3,,11187,,
9261,SREBF1,,6720,,
9262,VPS41,,27072,,
9263,ZCCHC7,,84186,,
9264,NUDT22,,84304,,
9265,VAMP4,,8674,,
9266,ROBO1,,6091,,
9267,PWP2,,5822,,
9268,PSAPL1,,768239,,
9269,LGALS6,,3962,,
9270,ZNF521,,25925,,
9271,TTC38,,55020,,
9272,ABCC5,,10057,,
9273,MTG1,,92170,,
9274,PHOSPHO1,,162466,,
9275,STARD3NL,,83930,,
9276,PAF1,,54623,,
9277,CYLD,,1540,,
9278,FAM84B,,157638,,
9279,ATP2B1,,490,,
9280,ATP8B1,,5205,,
9281,DUOX1,,53905,,
9282,CLUL1,,27098,,
9283,PRY,,9081,,
9284,S100A5,,6276,,
9285,RNLS,,55328,,
9286,POPDC2,,64091,,
9287,PARP16,,54956,,
9288,ZSCAN18,,65982,,
9289,PTCD3,,55037,,
9290,PCDHGA12,,26025,,
9291,PTP4A1,,7803,,
9292,SAMD5,,389432,,
9293,STAB1,,23166,,
9294,NEU1,,4758,,
9295,ATXN7L1,,222255,,
9296,DLEC1,,9940,,
9297,TANC1,,85461,,
9298,DNAJB13,,374407,,
9299,MAGEB4,,4115,,
9300,TEP1,,7011,,
9301,C5orf46,,389336,,
9302,FBXO44,,93611,,
9303,ARHGAP5,,394,,
9304,IST1,,9798,,
9305,RAB7L1,,8934,,
9306,DKFZP434L187,,26082,,
9307,ZDHHC6,,64429,,
9308,DFFB,,1677,,
9309,RPS2P45,,80052,,
9310,PANK3,,79646,,
9311,ARHGAP33,,115703,,
9312,INO80B,,83444,,
9313,CNO,,55330,,
9314,RAB24,,53917,,
9315,SLC22A3,,6581,,
9316,PPP4R4,,57718,,
9317,LRP3,,4037,,
9318,DIP2A,,23181,,
9319,PSMC6,,5706,,
9320,C20orf194,,25943,,
9321,C14orf149,,112849,,
9322,DUX1,,26584,,
9323,CHRNA9,,55584,,
9324,EPHB3,,2049,,
9325,CWH43,,80157,,
9326,SLC7A4,,6545,,
9327,RDH13,,112724,,
9328,CADM1,,23705,,
9329,TMSB4Y,,9087,,
9330,HMGA1,,3159,,
9331,IFT172,,26160,,
9332,FNDC7,,163479,,
9333,TAOK2,,9344,,
9334,ACADM,,34,,
9335,ATP13A3,,79572,,
9336,CCS,,9973,,
9337,ATP7B,,540,,
9338,RASSF9,,9182,,
9339,MTUS1,,57509,,
9340,THOC1,,9984,,
9341,L3MBTL3,,84456,,
9342,RBL1,,5933,,
9343,RHOT2,,89941,,
9344,CSTF2T,,23283,,
9345,FLG,,2312,,
9346,TACC3,,10460,,
9347,GPR171,,29909,,
9348,KCNJ5,,3762,,
9349,KLK15,,55554,,
9350,CTSQ,,337942,,
9351,BCKDHA,,593,,
9352,NAGS,,162417,,
9353,TCEAL1,,9338,,
9354,GNB3,,2784,,
9355,PSME2,,5721,,
9356,SIVA1,,10572,,
9357,PTPLB,,201562,,
9358,RAP1GAP,,5909,,
9359,PKN2,,5586,,
9360,CYB5R1,,51706,,
9361,TBX19,,9095,,
9362,UBL3,,5412,,
9363,GPT2,,84706,,
9364,ZNF254,,9534,,
9365,PGPEP1,,54858,,
9366,FBXW12,,285231,,
9367,LYSMD1,,388695,,
9368,GJD3,,125111,,
9369,CCDC34,,91057,,
9370,SFRP5,,6425,,
9371,PEX1,,5189,,
9372,ALDOB,,229,,
9373,RQCD1,,9125,,
9374,PPM1D,,8493,,
9375,LOC100133091,,100133091,,
9376,TAF4B,,6875,,
9377,ABTB1,,80325,,
9378,LRR1,,122769,,
9379,DOC2B,,8447,,
9380,SLC32A1,,140679,,
9381,ALOX12P2,,245,,
9382,ANGEL2,,90806,,
9383,ULK4,,54986,,
9384,FAM118B,,79607,,
9385,FGF14,,2259,,
9386,ZNF274,,10782,,
9387,ARF5,,381,,
9388,GDAP1L1,,78997,,
9389,TCAM1P,,146771,,
9390,GLRA1,,2741,,
9391,PRKAR1A,,5573,,
9392,RFC2,,5982,,
9393,COQ10B,,80219,,
9394,SLC25A32,,81034,,
9395,LOC283070,,283070,,
9396,DUSP9,,1852,,
9397,C12orf43,,64897,,
9398,C1GALT1C1,,29071,,
9399,TYRL,,7300,,
9400,IDI2-AS1,,55853,,
9401,TOPBP1,,11073,,
9402,POPDC3,,64208,,
9403,LOC645638,,645638,,
9404,PDGFD,,80310,,
9405,CD93,,22918,,
9406,NTRK3,,4916,,
9407,CDH19,,28513,,
9408,DOK7,,285489,,
9409,HLF,,3131,,
9410,BCRP3,,644165,,
9411,LOC338799,,338799,,
9412,MAGED1,,9500,,
9413,CCR1,,1230,,
9414,C3orf75,,54859,,
9415,SHPRH,,257218,,
9416,CABP5,,56344,,
9417,ZNF259,,8882,,
9418,LPP-AS2,,339929,,
9419,ZFP1,,162239,,
9420,RPL23AP7,,118433,,
9421,STEAP3,,55240,,
9422,BATF2,,116071,,
9423,PMVK,,10654,,
9424,NKX3-2,,579,,
9425,RPIA,,22934,,
9426,RNF14,,9604,,
9427,RAB11FIP2,,22841,,
9428,C7orf23,,79161,,
9429,APEH,,327,,
9430,LOC100505968,,100505968,,
9431,LOC100130902,,100130902,,
9432,WDR96,,80217,,
9433,OR3A3,,8392,,
9434,MUC16,,94025,,
9435,RAB26,,25837,,
9436,LPIN2,,9663,,
9437,RAD54B,,25788,,
9438,NECAP2,,55707,,
9439,CLCN5,,1184,,
9440,PLIN3,,10226,,
9441,STT3A,,3703,,
9442,PTPN4,,5775,,
9443,ACBD4,,79777,,
9444,VTA1,,51534,,
9445,CTSF,,8722,,
9446,LRRC23,,10233,,
9447,REL,,5966,,
9448,TTC21A,,199223,,
9449,RAB3GAP2,,25782,,
9450,MRRF,,92399,,
9451,AAK1,,22848,,
9452,ASB4,,51666,,
9453,TMPRSS5,,80975,,
9454,ARSG,,22901,,
9455,C17orf63,,55731,,
9456,HYAL2,,8692,,
9457,ATP5S,,27109,,
9458,DNAJC24,,120526,,
9459,CSN1S2BP,,100337616,,
9460,LGALS4,,3960,,
9461,RREB1,,6239,,
9462,GLRA3,,8001,,
9463,KRT10,,3858,,
9464,ALAD,,210,,
9465,SH3BP5,,9467,,
9466,DPYSL4,,10570,,
9467,GIF,,2694,,
9468,JMJD6,,23210,,
9469,BFAR,,51283,,
9470,JDP2,,122953,,
9471,TRIT1,,54802,,
9472,ZNF257,,113835,,
9473,KIAA0355,,9710,,
9474,TXNRD1,,7296,,
9475,LINC00312,,29931,,
9476,PRL,,5617,,
9477,KIAA0087,,9808,,
9478,NOLC1,,9221,,
9479,TARDBP,,23435,,
9480,YPEL2,,388403,,
9481,HAUS2,,55142,,
9482,PPP1R3F,,89801,,
9483,PCDHB5,,26167,,
9484,RAB3B,,5865,,
9485,GCM1,,8521,,
9486,GYPB,,2994,,
9487,FLJ44054,,643365,,
9488,TMEM106A,,113277,,
9489,TMSB15B,,286527,,
9490,RAVER2,,55225,,
9491,PIP4K2A,,5305,,
9492,ZBTB7C,,201501,,
9493,IGBP1,,3476,,
9494,HIST1H3D,,8351,,
9495,PRRG4,,79056,,
9496,ARHGAP35,,2909,,
9497,NAAA,,27163,,
9498,SLC4A4,,8671,,
9499,RPL18AP16,,347544,,
9500,PDE8A,,5151,,
9501,STARD10,,10809,,
9502,PKHD1,,5314,,
9503,PPA2,,27068,,
9504,ATP6AP2,,10159,,
9505,STAT5B,,6777,,
9506,FUT9,,10690,,
9507,LOC389023,,389023,,
9508,DZIP1,,22873,,
9509,CTAGE9,,643854,,
9510,ING2,,3622,,
9511,SMG1,,23049,,
9512,GLP2R,,9340,,
9513,SPACA1,,81833,,
9514,CSF1R,,1436,,
9515,PDZK1IP1,,10158,,
9516,SLC7A1,,6541,,
9517,ZNF365,,22891,,
9518,IKBKG,,8517,,
9519,ATP2B3,,492,,
9520,RNF20,,56254,,
9521,ZNF800,,168850,,
9522,SUMF1,,285362,,
9523,IMP4,,92856,,
9524,CD8B,,926,,
9525,GDF11,,10220,,
9526,BDNF,,627,,
9527,PSD,,5662,,
9528,C21orf15,,54094,,
9529,LOC439962,,439962,,
9530,KIAA1524,,57650,,
9531,HSP90AA1,,3320,,
9532,DPM2,,8818,,
9533,RPS6KA3,,6197,,
9534,F12,,2161,,
9535,PTCH2,,8643,,
9536,PSD4,,23550,,
9537,OR2J2,,26707,,
9538,HAO2,,51179,,
9539,FAM116A,,201627,,
9540,TMCO4,,255104,,
9541,PRX,,57716,,
9542,HIST3H3,,8290,,
9543,PLAC4,,191585,,
9544,RBP7,,116362,,
9545,LAMTOR2,,28956,,
9546,APOBR,,55911,,
9547,CDK2AP2,,10263,,
9548,FLJ10038,,55056,,
9549,NRSN2,,80023,,
9550,MALT1,,10892,,
9551,DLG3,,1741,,
9552,TMEM100,,55273,,
9553,THAP9,,79725,,
9554,NBEA,,26960,,
9555,CAT,,847,,
9556,LUC7L2,,51631,,
9557,SERBP1,,26135,,
9558,COPG2,,26958,,
9559,ATP6V1A,,523,,
9560,NUP54,,53371,,
9561,RNF6,,6049,,
9562,CCNB1,,891,,
9563,ZC3H7B,,23264,,
9564,KDM5A,,5927,,
9565,NDST4,,64579,,
9566,NOL3,,8996,,
9567,SHISA9,,729993,,
9568,ANGPTL6,,83854,,
9569,WFIKKN1,,117166,,
9570,SRSF2,,6427,,
9571,HIVEP2,,3097,,
9572,TRIM10,,10107,,
9573,SP4,,6671,,
9574,TRPC6,,7225,,
9575,SPRR2F,,6705,,
9576,ECHDC2,,55268,,
9577,HNF4A,,3172,,
9578,C14orf102,,55051,,
9579,TBX1,,6899,,
9580,SNX2,,6643,,
9581,F5,,2153,,
9582,GNAL,,2774,,
9583,CCL25,,6370,,
9584,ARFGAP1,,55738,,
9585,NAA35,,60560,,
9586,MRO,,83876,,
9587,FAM174B,,400451,,
9588,XYLB,,9942,,
9589,C9orf86,,55684,,
9590,TREML2,,79865,,
9591,LAMA4,,3910,,
9592,FER1L4,,80307,,
9593,UIMC1,,51720,,
9594,NHLH1,,4807,,
9595,NAT9,,26151,,
9596,EPSTI1,,94240,,
9597,EIF3B,,8662,,
9598,UTP20,,27340,,
9599,AKAP2,,11217,,
9600,CRB1,,23418,,
9601,UNC13B,,10497,,
9602,ARMCX5,,64860,,
9603,NT5C2,,22978,,
9604,WIZ,,58525,,
9605,DEF6,,50619,,
9606,CHEK1,,1111,,
9607,ASGR1,,432,,
9608,DLK2,,65989,,
9609,DDAH2,,23564,,
9610,FANCI,,55215,,
9611,MAML1,,9794,,
9612,ANKMY1,,51281,,
9613,OR11A1,,26531,,
9614,SP5,,389058,,
9615,CIC,,23152,,
9616,BRCC3,,79184,,
9617,CYP4F2,,8529,,
9618,MAP3K8,,1326,,
9619,GPR125,,166647,,
9620,TMEM19,,55266,,
9621,SIDT2,,51092,,
9622,LCOR,,84458,,
9623,RESP18,,389075,,
9624,CDRT4,,284040,,
9625,ASTN1,,460,,
9626,DHX33,,56919,,
9627,WDTC1,,23038,,
9628,PIN4,,5303,,
9629,MAK16,,84549,,
9630,SETD6,,79918,,
9631,AVPR1B,,553,,
9632,RGS12,,6002,,
9633,CLCN1,,1180,,
9634,PODXL2,,50512,,
9635,PDIA2,,64714,,
9636,TTC25,,83538,,
9637,PNN,,5411,,
9638,GDAP1,,54332,,
9639,FLJ14107,,80094,,
9640,ENPP4,,22875,,
9641,MGMT,,4255,,
9642,RPS28,,6234,,
9643,GUSBP11,,91316,,
9644,ANAPC10,,10393,,
9645,LHX3,,8022,,
9646,OPRD1,,4985,,
9647,TC2N,,123036,,
9648,LCMT1,,51451,,
9649,WNT2B,,7482,,
9650,OR7A17,,26333,,
9651,GADD45GIP1,,90480,,
9652,SETD7,,80854,,
9653,C10orf128,,170371,,
9654,HINT3,,135114,,
9655,PHF7,,51533,,
9656,MKRN3,,7681,,
9657,FAM172A,,83989,,
9658,HYOU1,,10525,,
9659,CXorf26,,51260,,
9660,PRKCG,,5582,,
9661,C1QB,,713,,
9662,TMEM2,,23670,,
9663,RPF2,,84154,,
9664,HMGCS2,,3158,,
9665,LOC646372,,646372,,
9666,ADCY4,,196883,,
9667,KCNQ1OT1,,10984,,
9668,CDC20B,,166979,,
9669,C14orf142,,84520,,
9670,PIGP,,51227,,
9671,ALDOA,,226,,
9672,LSM7,,51690,,
9673,KCTD17,,79734,,
9674,SARS,,6301,,
9675,COL21A1,,81578,,
9676,C11orf20,,25858,,
9677,LMX1B,,4010,,
9678,FAM187A,,100528020,,
9679,THAP11,,57215,,
9680,GNLY,,10578,,
9681,MAGI2,,9863,,
9682,TSPYL1,,7259,,
9683,GP6,,51206,,
9684,FOLH1B,,219595,,
9685,MEIS3P1,,4213,,
9686,SKIV2L2,,23517,,
9687,WNT10B,,7480,,
9688,EIF4EBP3,,8637,,
9689,RGMB,,285704,,
9690,ANKRD29,,147463,,
9691,PARP2,,10038,,
9692,CSRP2,,1466,,
9693,HIST1H2BM,,8342,,
9694,MFAP3,,4238,,
9695,CASQ2,,845,,
9696,LOC642398,,642398,,
9697,C20orf112,,140688,,
9698,WNT9A,,7483,,
9699,LOC554174,,554174,,
9700,BMF,,90427,,
9701,WWP1,,11059,,
9702,TTLL4,,9654,,
9703,SLC39A2,,29986,,
9704,DENND5A,,23258,,
9705,C1orf144,,26099,,
9706,HTATIP2,,10553,,
9707,ADAM15,,8751,,
9708,NECAB2,,54550,,
9709,RPGRIP1L,,23322,,
9710,TEX9,,374618,,
9711,MTA2,,9219,,
9712,ARNTL2,,56938,,
9713,SLC5A6,,8884,,
9714,LRRC19,,64922,,
9715,FUT4,,2526,,
9716,EPM2AIP1,,9852,,
9717,IL1F10,,84639,,
9718,UCK1,,83549,,
9719,TIMM50,,92609,,
9720,NCS1,,23413,,
9721,MGC4294,,79160,,
9722,KIR2DS1,,3806,,
9723,NDUFAF1,,51103,,
9724,TH1L,,51497,,
9725,C15orf60,,283677,,
9726,GPX7,,2882,,
9727,FLJ12120,,388439,,
9728,NAG18,,57051,,
9729,CBLC,,23624,,
9730,CLDN4,,1364,,
9731,NFE4,,58160,,
9732,TSPY1,,7258,,
9733,BOLA3,,388962,,
9734,NUP205,,23165,,
9735,LRRC16A,,55604,,
9736,F8A1,,8263,,
9737,GCK,,2645,,
9738,HECTD2,,143279,,
9739,DENND1A,,57706,,
9740,CPD,,1362,,
9741,RHAG,,6005,,
9742,GP5,,2814,,
9743,SEZ6L,,23544,,
9744,SLITRK6,,84189,,
9745,PRAP1,,118471,,
9746,LOC285181,,285181,,
9747,IGHG1,,3500,,
9748,ZNF14,,7561,,
9749,BNC2,,54796,,
9750,ARHGEF9,,23229,,
9751,IL2RA,,3559,,
9752,C10orf82,,143379,,
9753,TEX19,,400629,,
9754,FIGF,,2277,,
9755,RRAGA,,10670,,
9756,KCTD20,,222658,,
9757,MEN1,,4221,,
9758,MFSD3,,113655,,
9759,BTBD7,,55727,,
9760,MRPS33,,51650,,
9761,UCP1,,7350,,
9762,HIST1H2BO,,8348,,
9763,EEF1DP5,,442258,,
9764,MC5R,,4161,,
9765,HSPB2,,3316,,
9766,PPP2R3C,,55012,,
9767,MIOS,,54468,,
9768,ATG13,,9776,,
9769,MOB3C,,148932,,
9770,HIF1A,,3091,,
9771,KIAA1456,,57604,,
9772,KDELR2,,11014,,
9773,RDX,,5962,,
9774,SNRPA,,6626,,
9775,PCMTD1,,115294,,
9776,ZNF268,,10795,,
